0,51.509254,-0.161045,38.8238806731533,-0.0160038673156776,0.0472023823711591,0.00942017717515264
0.5,51.509246,-0.161042,38.463291652035,0.146992829648172,-0.0187857218282858,-0.0224806733637088
1,51.509247,-0.161047,37.4983934336342,0.235161492036132,0.0130527304959204,0.0142981776553729
1.5,51.509253,-0.161044,37.4114271982107,0.505822924456387,-0.0161513639364227,0.033783617983526
2,51.509255,-0.161044,37.0037419300061,0.760745320551662,0.00739667502875047,0.0464528307448563
2.5,51.509259,-0.161046,37.0184717620723,0.982938898487973,0.0111449739544916,-0.0221548458790171
3,51.509262,-0.161041,37.1288499159273,1.2404419679812,0.0138173841072745,-0.0314133108853233
3.5,51.509267,-0.161039,37.11906965659,1.23616458715843,-0.0198396162006218,-0.0134483552559151
4,51.509275,-0.161038,36.7462911000475,1.24270294850265,-0.0079500196061543,-0.0582360888083059
4.5,51.509279,-0.161036,36.0351862169337,1.25150994984462,-0.00234015568103283,-0.029459354440637
5,51.509285,-0.161038,36.0759053372312,1.23737699649439,0.00397012854073304,-0.0901152781181689
5.5,51.509292,-0.161038,35.7998518603854,1.26421566853953,-0.0266064921776519,-0.0591082371048461
6,51.509295,-0.161038,35.5101228673011,1.22931604484709,0.0364393608955615,-0.0604341758433182
6.5,51.509301,-0.161036,35.5429064137861,1.23691292758832,0.0228756973418614,-0.0330128910036455
7,51.509308,-0.161035,35.7322956977878,1.2706514932759,-0.0127666372302272,-0.0129949329838922
7.5,51.509313,-0.161034,36.0589406229556,1.25156674330487,0.0143323423988848,-0.0425088179385403
8,51.509319,-0.161032,35.9568911241367,1.23582383994992,0.00308304105069465,-0.0148256043118269
8.5,51.509325,-0.161032,36.0632445584051,1.25659040968999,-0.00271173448317036,-0.0477639970869761
9,51.50933,-0.161032,35.9470366176683,1.26217559623329,0.0173520425004793,-0.0416579910110386
9.5,51.509335,-0.161032,35.7860701431055,1.26675646712229,0.0348064804157111,-0.0139729761276605
10,51.509341,-0.161034,35.584316251101,1.23368097079948,0.0377781836090035,-0.00103535884578287
10.5,51.509347,-0.161035,35.6563817260321,1.24663545438258,0.015840238643227,0.0132502117971273
11,51.509353,-0.161035,35.3974377491977,1.27338735131608,6.28159961600055e-05,-0.0120949703408796
11.5,51.509358,-0.161035,35.4208843701053,1.25241665570524,0.0345000240554615,0.0115287662272324
12,51.509364,-0.161035,35.4200989084784,1.26057395856474,-0.00929436090549914,0.00157042926446982
12.5,51.50937,-0.161035,35.4776445417665,1.23886979212987,-0.0174783671941532,-0.00733324978029926
13,51.509375,-0.161036,35.6006036172621,1.23942562228598,0.00212767041244829,-0.0273330920092666
13.5,51.509381,-0.161038,35.8161176308058,1.24280464860377,0.0111490456883106,-0.0205081279613937
14,51.509387,-0.161038,35.7338657539804,1.26910883033746,0.0131969379562551,-0.0108038979102622
14.5,51.509392,-0.161037,35.9715310432948,1.24311952913977,-0.0446434734558217,0.00565288505651085
15,51.509397,-0.161037,36.0012411915231,1.25359136486404,-0.032781303880792,0.047703106093505
15.5,51.509402,-0.161036,35.932150578592,1.22395942254535,-0.0107259870523753,-0.00885632804469305
16,51.509408,-0.161037,35.8390900876839,1.21639755961954,-0.0044870760437516,0.0112613349612443
16.5,51.509414,-0.161036,35.8276730512735,1.23922987183044,-0.0112589161210074,0.020658815678864
17,51.509419,-0.161036,36.0020299009047,1.20943163257615,-0.000273164961150869,0.0225645310179319
17.5,51.509424,-0.161036,35.9814715129323,1.23542504811091,-0.00312962974693049,-0.0544641746970536
18,51.50943,-0.161034,36.0333000733517,1.24963611132673,0.00563849507619446,-0.0781678504048807
18.5,51.509436,-0.161034,36.064228969859,1.22979286923111,-0.0113081657510922,0.00130107108465971
19,51.509441,-0.161032,36.0179262496531,1.24360022821009,0.00308405724926237,-0.0123474838161501
19.5,51.509447,-0.161033,36.0083340415731,1.25102859656159,0.0146989656775027,-0.0514560473485193
20,51.509452,-0.161034,36.0577147025615,1.25785824679045,0.0118135164649032,-0.0605040866477108
20.5,51.509457,-0.161033,36.0705170666333,1.24170984140834,0.00849518469889083,-0.0294200564449899
21,51.509462,-0.161032,36.0725934396032,1.22673256647276,0.0185630416565509,-0.0475416906754742
21.5,51.509468,-0.161031,36.1703516987618,1.23542341833031,0.00826544555166184,-0.0547239653139725
22,51.509474,-0.161033,36.1169016605709,1.25912270712376,-0.0273564429015721,0.0173657474104613
22.5,51.50948,-0.161034,35.9633783348836,1.23995649263573,-0.0166220194625489,0.0183663558026287
23,51.509486,-0.161036,35.9166452756617,1.25623286430814,-0.0217264382275599,-0.0247158562332831
23.5,51.509492,-0.161036,35.9546433491632,1.20562941787085,0.0262406945496922,-0.0537390420778581
24,51.509497,-0.161035,36.0448474374134,1.23785084574922,0.00857422712176512,-0.0188195025997357
24.5,51.509502,-0.161035,36.135367056122,1.23230469020857,-0.00876040091082549,-0.0450959908604922
25,51.509507,-0.161035,36.1727355574258,1.2508607290902,-0.00800365591131175,-0.0513139830436139
25.5,51.509514,-0.161035,36.2902746701147,1.25450640435913,-0.0426473839881644,-0.0371876138917422
26,51.509519,-0.161036,36.2723193743732,1.2719777218472,0.00525268879631807,-0.0340831579567531
26.5,51.509524,-0.161036,36.2122555589303,1.25084466287239,-0.0240841523458385,0.000462306609230745
27,51.509529,-0.161036,36.2031161796767,1.20911441737912,-0.00885595466786646,0.0104946334435615
27.5,51.509535,-0.161035,36.1653746210504,1.23933743757592,-0.0568988277491711,0.0120308592788781
28,51.509541,-0.161036,36.0530876955017,1.25222571363731,-0.0303991078459704,-0.0281672956319421
28.5,51.509547,-0.161037,36.0697000753134,1.24043156815179,-0.0366017302478276,-0.0148246207741191
29,51.509552,-0.161037,36.0730479704216,1.24703926123089,-0.0457606190825218,-0.0309585253452656
29.5,51.509558,-0.161038,36.0649593337439,1.24131817274488,-0.027188629490175,-0.0374877917548516
30,51.509564,-0.161038,36.0770163622219,1.25123613507587,-0.00552618455162728,-0.0642592829022661
30.5,51.50957,-0.161037,36.2058269761037,1.25150061188798,-0.0155991324469724,-0.0581334639899795
31,51.509575,-0.161037,36.2381424971391,1.25650383359173,-0.0135636569089357,-0.0400176301474068
31.5,51.50958,-0.161037,36.2101836751681,1.23204923867074,-0.000806677378639098,-0.0094064584394572
32,51.509585,-0.161036,36.2590818433091,1.23474139483859,-0.0201954299761034,-0.0198656209577004
32.5,51.50959,-0.161035,36.297880794853,0.992751446476784,-0.0196814575870763,0.0223733750522452
33,51.509593,-0.161037,36.3247630873229,0.749242215586394,-0.0107579582814214,0.0409426220851917
33.5,51.509596,-0.161037,36.4192998209037,0.50898462038624,-0.0246307331866594,-0.0146697495044946
34,51.509598,-0.161037,36.4424241064116,0.234555629106896,0.00196104695280192,-0.0212097415483587
34.5,51.509599,-0.161036,36.4918949834537,0.22723714615722,0.0685865074422806,-0.00739582389348517
35,51.5096,-0.161035,36.5085465873126,0.253081136441209,0.132207981898641,-0.0591768388936152
35.5,51.509601,-0.161035,36.5385120969731,0.173078528668332,0.176999934242346,-0.00713827581759019
36,51.509602,-0.161033,36.5828874025028,0.104898919898789,0.215032818457074,-0.0250070517769392
36.5,51.509602,-0.161031,36.6590689194854,0.0604511718966448,0.226955147563363,-0.0137890174420979
37,51.509602,-0.161028,36.6328426329419,0.0125482058414213,0.225924396589833,-0.0334882388629413
37.5,51.509602,-0.161027,36.7477354081348,-0.0553656676629698,0.242546775052141,0.00927104490741739
38,51.509602,-0.161026,36.8049937018659,-0.132561382266202,0.232479885246406,0.0199677879258967
38.5,51.509602,-0.161025,36.8346900295001,-0.15604892613722,0.166548673509111,0.0435157540882013
39,51.5096,-0.161024,36.785689154407,-0.232022064659545,0.129800243415229,0.0431835595070586
39.5,51.509599,-0.161023,36.8521887671668,-0.218487869517864,0.0717277225542032,0.0261555810653674
40,51.509598,-0.161023,36.9060153882019,-0.257244936855397,0.00350472599805054,0.0135810986855683
40.5,51.509596,-0.161023,36.9339422527701,-0.523376628712118,0.0364382955140493,0.0291133454378021
41,51.509593,-0.161022,36.8499089807738,-0.760251072402336,-0.0225856998309565,-0.0260032084465269
41.5,51.509589,-0.161021,36.8537829725537,-1.02380308133567,0.0197381351801545,-0.0107172680422781
42,51.509584,-0.161021,36.8605664244387,-1.2530172902637,-0.0025520699122226,-0.0171550171334739
42.5,51.509578,-0.161021,36.8576860122848,-1.24887059505237,0.016037649352759,0.0101037262897906
43,51.509573,-0.161021,36.8622242193669,-1.2614175373448,0.0207839484293207,-0.0741058626657435
43.5,51.509567,-0.161021,36.8571529665496,-1.22069638554491,-0.00364904580099643,-0.0192622287533672
44,51.509561,-0.16102,36.8765671059955,-1.24011515693414,-0.0252706249017939,-0.00660667916770674
44.5,51.509556,-0.16102,36.8826243600342,-1.23525084030616,0.0033308035094335,-0.0256360933560743
45,51.50955,-0.161018,36.8354317154735,-1.26058454030935,0.026523316890421,0.0230643756202396
45.5,51.509545,-0.161017,36.798646452371,-1.25637679127367,-0.0223360147464654,0.022009247888116
46,51.509539,-0.161018,36.74331102008,-1.26245150878718,0.00835524107665299,0.0245156854245154
46.5,51.509534,-0.161019,36.7563194734976,-1.2091815253284,-0.0433309505553635,0.0271753642207314
47,51.509528,-0.16102,36.7279249958228,-1.26883033330239,-0.0288532632006914,0.0304431286035669
47.5,51.509523,-0.16102,36.7544620940462,-1.23749313751315,-0.0311302347228309,-0.0617784134297498
48,51.509517,-0.161021,36.7104162545875,-1.25212022455111,-0.0290761412464636,-0.0202656474239913
48.5,51.509511,-0.16102,36.6844548492227,-1.27312455607766,0.00452866799072657,-0.0191134454623872
49,51.509506,-0.161021,36.638602376217,-1.23625799871307,-0.0311059057991138,-0.0226801907513493
49.5,51.509501,-0.161021,36.5609942360315,-1.26417917793151,0.040624328844275,-0.073527348711383
50,51.509496,-0.161021,36.5616381317377,-1.2757326046504,-0.00247330384718101,-0.0229918647063533
50.5,51.50949,-0.161022,36.6369985700585,-1.24525676796037,0.0161327638955142,-0.0381541454973944
51,51.509484,-0.161023,36.6553432531655,-1.28498370971381,0.00311508436654026,-0.0518720104192161
51.5,51.509479,-0.161022,36.7086773789488,-1.250011682411,0.00904248574123457,-0.0160501494156298
52,51.509474,-0.161021,36.7172342855483,-1.23859182042099,0.0195566078181669,-0.031811191208111
52.5,51.509468,-0.16102,36.6701782068703,-1.2406397907118,0.00626557267696492,-0.0288601029994435
53,51.509463,-0.16102,36.694601920899,-1.23731710863273,-0.0113000949116154,-0.0552059323431892
53.5,51.509456,-0.161021,36.5894118153956,-1.2714261545246,0.00821665892942255,0.0413100295357666
54,51.509451,-0.161021,36.5278216314036,-1.26049742389489,-0.00938066045780116,0.033669976015039
54.5,51.509445,-0.16102,36.5316362115555,-1.26240295911483,-0.00827146498799805,0.0500907957778122
55,51.509439,-0.16102,36.4950265372172,-1.27406601006728,0.00166359773680946,0.0240746793181122
55.5,51.509434,-0.16102,36.5410243817605,-1.23994961753888,0.0276436680879998,0.0241112012698688
56,51.509428,-0.16102,36.6187196371611,-1.26689288262931,-0.0107925850820823,0.0349291508237987
56.5,51.509423,-0.16102,36.5845091785304,-1.24081137256341,0.0180357894859909,0.0460163883949337
57,51.509417,-0.16102,36.528511710465,-1.24325107674765,0.00486121452820232,0.0283127612052834
57.5,51.509411,-0.16102,36.4677231523674,-1.25362727793459,0.0367702131833517,0.0223506808024563
58,51.509406,-0.161019,36.4187512078788,-1.26498482095047,0.0697383105151015,-0.014947759314447
58.5,51.509401,-0.16102,36.4690500067081,-1.25869199978533,0.0257628080976035,0.0460706595005408
59,51.509395,-0.16102,36.4070683070458,-1.27589086811438,0.0100180117253012,0.0328794431807368
59.5,51.509389,-0.161019,36.4761685971171,-1.25288075523787,0.0199156864829478,0.0471494166441196
60,51.509383,-0.161019,36.496370599838,-1.26555821694144,0.0197121922178566,0.0128523899453574
60.5,51.509378,-0.161019,36.551454559667,-1.25462663080676,-0.00897816081560578,-0.00379975297240776
61,51.509372,-0.161019,36.5991495552007,-1.23871686540131,-0.0302554815639553,0.0115472351134142
61.5,51.509367,-0.161021,36.5848517415579,-1.23822261207849,-0.0374394545000898,0.026969353415736
62,51.50936,-0.161022,36.467682819115,-1.25802217026472,-0.0254713937309284,-0.0175688035209902
62.5,51.509355,-0.161021,36.4738061351236,-1.26335091040572,-0.00511525502404246,-0.00199428614004704
63,51.509349,-0.161022,36.4128893443849,-1.24680241251946,-0.0379187350847297,0.00577114909193643
63.5,51.509344,-0.161022,36.4754274955485,-1.28282073453572,-0.00181866185259223,-0.0251687474831094
64,51.509337,-0.161023,36.4379708166234,-1.24403460374052,-0.0399437834820157,-0.0323342109568855
64.5,51.509332,-0.161023,36.4688201181125,-1.23684083647708,-0.0170292244297623,-0.0332750648301521
65,51.509326,-0.161023,36.4974460077938,-1.26957438181866,0.00394450675063415,-0.0265281049001679
65.5,51.509321,-0.161024,36.5299713218119,-1.23932927004368,0.0469706398435588,0.00365128503306444
66,51.509315,-0.161024,36.5517132075038,-1.26243287089816,0.0520548874881567,-0.0290211622680421
66.5,51.509309,-0.161023,36.5014501451515,-1.27371919483832,0.0118917299678965,-0.0337452982777106
67,51.509304,-0.161022,36.5318191898987,-1.22257811721104,0.00263084899006913,-0.033455211490666
67.5,51.509299,-0.161022,36.5193362138234,-1.23246391537133,-0.00226630175884391,0.0253578409018259
68,51.509292,-0.161022,36.5383664129768,-1.22378089071547,0.00490423842407084,-0.0161273863961351
68.5,51.509286,-0.161023,36.6369661828503,-1.22930360147279,-0.00182494293830851,-0.0234116971992626
69,51.509282,-0.161023,36.6270004545804,-1.25569676104784,-0.00525457206271326,0.0177044405286066
69.5,51.509276,-0.161023,36.6765448900405,-1.25261792921557,7.5188323406816e-05,-0.0151309341010536
70,51.509271,-0.161022,36.6548363058828,-1.26375420100156,0.00880730474751057,0.0205587452835059
70.5,51.509266,-0.161022,36.6144282871392,-1.25444401493628,0.00587398183509101,0.0377461481848514
71,51.50926,-0.161022,36.5588495882694,-1.26015042461538,0.00832477015596094,0.00295285157473824
71.5,51.509255,-0.161022,36.6390147667844,-0.978515937897121,-0.0212117212062101,-0.0130949826918493
72,51.509251,-0.161021,36.6950850069989,-0.752731607214531,0.0148221661543378,-0.0499968344112255
72.5,51.509249,-0.161021,36.8054705553222,-0.493722874076278,0.0101620668441057,-0.0317522239170111
73,51.509247,-0.161021,36.7819266687147,-0.263253023737163,0.00797656711240856,0.0398164303451062
73.5,51.509245,-0.16102,36.794026916381,-0.212246144880628,0.0826149665963049,-0.0356817234353864
74,51.509244,-0.161018,36.8505727564916,-0.217841101669434,0.118176571831853,-0.0149230141868062
74.5,51.509243,-0.161017,37.0289448762778,-0.156902884983529,0.15505039152747,-0.0471083577981733
75,51.509242,-0.161015,36.97086579795,-0.141444755690071,0.253106060345439,-0.0295262328594768
75.5,51.509242,-0.161013,36.9313941693399,-0.0436317335695746,0.24208750850337,0.0236369225188137
76,51.509243,-0.161011,36.8947999738157,0.0182223375188021,0.262227621823681,0.0309523772733586
76.5,51.509242,-0.16101,36.9050362568814,0.0641566061715022,0.232225535287178,0.0229476989065902
77,51.509243,-0.161009,36.8404874757398,0.131751873994203,0.231459990470942,0.0369179721059323
77.5,51.509244,-0.161008,36.8195838911925,0.161407881706371,0.183549309651352,0.00598389925609225
78,51.509244,-0.161006,36.8311905115843,0.214179604370006,0.155475262034836,-0.0143072753022504
78.5,51.509246,-0.161005,36.8028313061222,0.219711855752432,0.0656055061464511,0.00679261412392501
79,51.509247,-0.161004,36.7648166213185,0.229734314149797,-0.00137748173818356,-0.0031841782792591
79.5,51.509249,-0.161003,36.6858399489429,0.497376782012919,-0.000182573890754232,-0.0362710230702012
80,51.50925,-0.161004,36.6966462153941,0.747620499357817,-0.011134818758803,-0.00852257357876229
80.5,51.509254,-0.161004,36.7547528531868,1.00594006522429,0.00501179239509338,-0.0340796776439954
81,51.509259,-0.161005,36.7498848934192,1.2438294948741,-0.0419622371259914,-0.00293862690636892
81.5,51.509266,-0.161006,36.7131183685269,1.24298232854168,-0.025377866760983,-0.0238277138624498
82,51.509271,-0.161007,36.625285911141,1.25995460070186,-0.0206927395515155,0.0457203791840941
82.5,51.509276,-0.161008,36.6351722988766,1.26980186288416,-0.021313516340822,0.00671068546327602
83,51.509282,-0.161007,36.639870703686,1.25501785060917,-0.00103368799441195,0.0108587456297923
83.5,51.509288,-0.161006,36.6093165995553,1.23622856368628,0.00535934150683209,0.0310420875660161
84,51.509293,-0.161007,36.5754310784396,1.27117006587695,-0.0475989078242936,0.0168809902539078
84.5,51.509299,-0.161007,36.6525613486301,1.25846504185922,-0.0293017579341869,0.0356214116541845
85,51.509305,-0.161008,36.696741013322,1.26199809497389,0.00363277365903368,-0.0537216038329182
85.5,51.509311,-0.161008,36.7023430368863,1.24394337555027,0.0232838470640646,-0.0587115778539558
86,51.509317,-0.161008,36.7267842984293,1.25137235668451,0.0286544650326389,-0.0322599089535733
86.5,51.509322,-0.161007,36.7311337743886,1.23514508116503,0.0152598853881296,-0.0783996313799964
87,51.509327,-0.161007,36.7592277540825,1.22067198547342,-0.0078908274451695,-0.0559221564871958
87.5,51.509333,-0.161007,36.8298602332361,1.24864451294745,-0.0611646208494342,-0.0296795644575778
88,51.509339,-0.161008,36.9599450649694,1.26735180968636,-0.0381354520589897,-0.00605339469421007
88.5,51.509344,-0.161009,36.9902031279635,1.24665198090021,-0.0359775070307326,-0.00172263648626891
89,51.50935,-0.161009,36.964321005391,1.26667052138265,-0.0081460064754783,0.0762424408422321
89.5,51.509356,-0.161008,36.9554382786155,1.25583723349308,-0.0259397926321407,0.0932669061833508
90,51.509362,-0.161008,36.8923299028538,1.2403942786347,0.0264308597685727,0.0553434550438745
90.5,51.509367,-0.161007,36.814043585211,1.23924299456644,-0.0172055589637094,0.0560644071273974
91,51.509372,-0.161008,36.8061489695683,1.26370493103362,0.00275133072310081,0.00510224325092479
91.5,51.509378,-0.161007,36.7825914828572,1.23373723152198,-0.0343027523212337,0.0461524910957094
92,51.509385,-0.161007,36.8265229992103,1.24302395715166,0.000875304744666536,0.0100217775402609
92.5,51.50939,-0.161008,36.778650674969,1.24178518661007,-0.0348018047353009,-0.000339361642002101
93,51.509397,-0.161008,36.7582281222567,1.24588602107194,-0.0135313252324679,-0.0298376553045553
93.5,51.509402,-0.161008,36.7172478409484,1.24326288481118,0.00438323068772462,-0.0338415215372327
94,51.509408,-0.161007,36.7619490295183,1.27581186634197,0.023466632161656,-0.0114596840087523
94.5,51.509413,-0.161007,36.7442532801069,1.24274501512927,0.00848934729746256,0.0107424270252112
95,51.509419,-0.161006,36.7751347045414,1.24803953671452,0.0511873559106883,0.0100185155429355
95.5,51.509424,-0.161006,36.7688670365606,1.26300421517682,-0.0146703896822265,0.00674183537643036
96,51.50943,-0.161006,36.7862862951588,1.22877465550875,-0.011902939725477,-0.0172008537699119
96.5,51.509436,-0.161005,36.8096736853477,1.24514120584167,0.021957750411783,0.00913285988390222
97,51.509442,-0.161004,36.7956033183727,1.23720353799252,0.0279488796464039,0.0259664956073498
97.5,51.509446,-0.161004,36.7949440144002,1.29324428526898,0.0074984452485191,0.0103233310351312
98,51.509452,-0.161005,36.7295500587206,1.25706915481028,0.0232423565296602,-0.0175294156343123
98.5,51.509458,-0.161005,36.7385057718493,1.22850450792974,0.0251719778545638,0.00857225393179428
99,51.509463,-0.161005,36.7569827544503,1.23260959007726,0.052169220436672,-0.043544553362088
99.5,51.509468,-0.161005,36.758805235615,1.23522438843776,0.0547006277272136,-0.0216331372902129
100,51.509474,-0.161006,36.8133351320866,1.25846385757466,-0.0165420081814496,-0.0360934456118908
100.5,51.509479,-0.161005,36.807417558739,1.24150871566043,0.0217478246293819,-0.00763309161684056
101,51.509485,-0.161006,36.767177737318,1.24723581142045,-0.0290699780735711,0.0291084152158744
101.5,51.50949,-0.161007,36.7441451919731,1.22262533174184,0.0105446178884341,0.0118701582098233
102,51.509496,-0.161008,36.7877409597859,1.2448456534675,0.00854839081204042,-0.0182185890586988
102.5,51.509501,-0.161009,36.8815868906677,1.27060093373538,-0.0167082433689901,0.00691177195578796
103,51.509506,-0.161009,36.9285643715411,1.23943079274116,0.0480526541756299,-0.0749281856514926
103.5,51.509512,-0.16101,36.8970387584995,1.27463065477813,-0.025620524668952,-0.00326593148721288
104,51.509517,-0.161009,36.8701886550989,1.26687642108141,-0.0319639626972134,-0.00309409484156753
104.5,51.509523,-0.161008,36.9259959245101,1.22125056079961,-0.0295605320953001,0.0303264105361969
105,51.509527,-0.161008,36.8829423275311,1.25659706712255,-0.0300951500245145,-0.0061536174202993
105.5,51.509533,-0.161009,36.873195148306,1.27202534522387,-0.032352092732597,0.00108070866618615
106,51.509539,-0.161008,36.8125226441771,1.26365681868739,-0.00331914332712848,-0.0383340558873898
106.5,51.509545,-0.161007,36.965800688602,1.24067191023667,-0.00571869847170866,0.0203941644887731
